datetime,open,high,low,close,volume
2024-01-05 00:00:00,1.08850000,1.08900000,1.08750000,1.08800000,1096
2024-01-05 01:00:00,1.08800000,1.08850000,1.08700000,1.08750000,1097
2024-01-05 02:00:00,1.08750000,1.08800000,1.08650000,1.08700000,1098
2024-01-05 03:00:00,1.08700000,1.08750000,1.08600000,1.08650000,1099
2024-01-05 04:00:00,1.08650000,1.08700000,1.08550000,1.08600000,1100
2024-01-05 05:00:00,1.08600000,1.08650000,1.08500000,1.08550000,1101
2024-01-05 06:00:00,1.08550000,1.08600000,1.08450000,1.08500000,1102
2024-01-05 07:00:00,1.08500000,1.08550000,1.08400000,1.08450000,1103
2024-01-05 08:00:00,1.08450000,1.08500000,1.08350000,1.08400000,1104
2024-01-05 09:00:00,1.08400000,1.08450000,1.08300000,1.08350000,1105
2024-01-05 10:00:00,1.08350000,1.08400000,1.08250000,1.08300000,1106
2024-01-05 11:00:00,1.08300000,1.08350000,1.08200000,1.08250000,1107
2024-01-05 12:00:00,1.08250000,1.08350000,1.08200000,1.08300000,1108
2024-01-05 13:00:00,1.08300000,1.08400000,1.08250000,1.08350000,1109
2024-01-05 14:00:00,1.08350000,1.08450000,1.08300000,1.08400000,1110
2024-01-05 15:00:00,1.08400000,1.08500000,1.08350000,1.08450000,1111
2024-01-05 16:00:00,1.08450000,1.08550000,1.08400000,1.08500000,1112
2024-01-05 17:00:00,1.08500000,1.08600000,1.08450000,1.08550000,1113
2024-01-05 18:00:00,1.08550000,1.08650000,1.08500000,1.08600000,1114
2024-01-05 19:00:00,1.08600000,1.08700000,1.08550000,1.08650000,1115
2024-01-05 20:00:00,1.08650000,1.08750000,1.08600000,1.08700000,1116
2024-01-05 21:00:00,1.08700000,1.08800000,1.08650000,1.08750000,1117
2024-01-05 22:00:00,1.08750000,1.08850000,1.08700000,1.08800000,1118
2024-01-05 23:00:00,1.08800000,1.08900000,1.08750000,1.08850000,1119
2024-01-06 00:00:00,1.08850000,1.08950000,1.08800000,1.08900000,1120
2024-01-06 01:00:00,1.08900000,1.09000000,1.08850000,1.08950000,1121
2024-01-06 02:00:00,1.08950000,1.09050000,1.08900000,1.09000000,1122
2024-01-06 03:00:00,1.09000000,1.09100000,1.08950000,1.09050000,1123
2024-01-06 04:00:00,1.09050000,1.09150000,1.09000000,1.09100000,1124
2024-01-06 05:00:00,1.09100000,1.09450000,1.09050000,1.09400000,1125
2024-01-06 06:00:00,1.09400000,1.09450000,1.09300000,1.09350000,1126
2024-01-06 07:00:00,1.09350000,1.09400000,1.09250000,1.09300000,1127
2024-01-06 08:00:00,1.09300000,1.09350000,1.09200000,1.09250000,1128
2024-01-06 09:00:00,1.09250000,1.09300000,1.09150000,1.09200000,1129
2024-01-06 10:00:00,1.09200000,1.09250000,1.09100000,1.09150000,1130
2024-01-06 11:00:00,1.09150000,1.09200000,1.09050000,1.09100000,1131
2024-01-06 12:00:00,1.09100000,1.09150000,1.09000000,1.09050000,1132
2024-01-06 13:00:00,1.09050000,1.09100000,1.08950000,1.09000000,1133
2024-01-06 14:00:00,1.09000000,1.09050000,1.08900000,1.08950000,1134
2024-01-06 15:00:00,1.08950000,1.09000000,1.08850000,1.08900000,1135
2024-01-06 16:00:00,1.08900000,1.08950000,1.08800000,1.08850000,1136
2024-01-06 17:00:00,1.08850000,1.08900000,1.08750000,1.08800000,1137
2024-01-06 18:00:00,1.08800000,1.08850000,1.08700000,1.08750000,1138
2024-01-06 19:00:00,1.08750000,1.08800000,1.08650000,1.08700000,1139
2024-01-06 20:00:00,1.08700000,1.08750000,1.08600000,1.08650000,1140
2024-01-06 21:00:00,1.08650000,1.08700000,1.08550000,1.08600000,1141
2024-01-06 22:00:00,1.08600000,1.08650000,1.08500000,1.08550000,1142
2024-01-06 23:00:00,1.08550000,1.08600000,1.08450000,1.08500000,1143
2024-01-07 00:00:00,1.08500000,1.08600000,1.08450000,1.08550000,1144
2024-01-07 01:00:00,1.08550000,1.08650000,1.08500000,1.08600000,1145
2024-01-07 02:00:00,1.08600000,1.08700000,1.08550000,1.08650000,1146
2024-01-07 03:00:00,1.08650000,1.08750000,1.08600000,1.08700000,1147
2024-01-07 04:00:00,1.08700000,1.08800000,1.08650000,1.08750000,1148
2024-01-07 05:00:00,1.08750000,1.08850000,1.08700000,1.08800000,1149
2024-01-07 06:00:00,1.08800000,1.08900000,1.08750000,1.08850000,1150
2024-01-07 07:00:00,1.08850000,1.08950000,1.08800000,1.08900000,1151
2024-01-07 08:00:00,1.08900000,1.09000000,1.08850000,1.08950000,1152
2024-01-07 09:00:00,1.08950000,1.09050000,1.08900000,1.09000000,1153
2024-01-07 10:00:00,1.09000000,1.09100000,1.08950000,1.09050000,1154
2024-01-07 11:00:00,1.09050000,1.09150000,1.09000000,1.09100000,1155
2024-01-07 12:00:00,1.09100000,1.09200000,1.09050000,1.09150000,1156
2024-01-07 13:00:00,1.09150000,1.09250000,1.09100000,1.09200000,1157
2024-01-07 14:00:00,1.09200000,1.09300000,1.09150000,1.09250000,1158
2024-01-07 15:00:00,1.09250000,1.09350000,1.09200000,1.09300000,1159
2024-01-07 16:00:00,1.09300000,1.09400000,1.09250000,1.09350000,1160
2024-01-07 17:00:00,1.09350000,1.09450000,1.09300000,1.09400000,1161
2024-01-07 18:00:00,1.09400000,1.09450000,1.09300000,1.09350000,1162
2024-01-07 19:00:00,1.09350000,1.09400000,1.09250000,1.09300000,1163
2024-01-07 20:00:00,1.09300000,1.09350000,1.09200000,1.09250000,1164
2024-01-07 21:00:00,1.09250000,1.09300000,1.09150000,1.09200000,1165
2024-01-07 22:00:00,1.09200000,1.09250000,1.09100000,1.09150000,1166
2024-01-07 23:00:00,1.09150000,1.09200000,1.09050000,1.09100000,1167
2024-01-08 00:00:00,1.09100000,1.09150000,1.09000000,1.09050000,1168
2024-01-08 01:00:00,1.09050000,1.09100000,1.08950000,1.09000000,1169
2024-01-08 02:00:00,1.09000000,1.09050000,1.08900000,1.08950000,1170
2024-01-08 03:00:00,1.08950000,1.09000000,1.08850000,1.08900000,1171
2024-01-08 04:00:00,1.08900000,1.08950000,1.08800000,1.08850000,1172
2024-01-08 05:00:00,1.08850000,1.08900000,1.08750000,1.08800000,1173
2024-01-08 06:00:00,1.08800000,1.08850000,1.08700000,1.08750000,1174
2024-01-08 07:00:00,1.08750000,1.08800000,1.08650000,1.08700000,1175
2024-01-08 08:00:00,1.08700000,1.08750000,1.08600000,1.08650000,1176
2024-01-08 09:00:00,1.08650000,1.08700000,1.08550000,1.08600000,1177
2024-01-08 10:00:00,1.08600000,1.08650000,1.08500000,1.08550000,1178
2024-01-08 11:00:00,1.08550000,1.08600000,1.08450000,1.08500000,1179
